ID	Name	(P2, WT) / (E14_5, WT)	(P2, WT) / (E14_5, WT).1
A007_HILIC	gamma-Aminobutyric acid (GABA)	1.170000000000000	0.000000067431293275059100000000
B120_HILIC	Imidazoleacetic acid	4.600000000000000	0.000710278142865893000000000000
B173_HILIC	N-Acetylneuraminic acid	3.760000000000000	0.000000000295541466299731000000
A079_HILIC	6-Phosphogluconic acid	3.460000000000000	0.000210511689245508000000000000
A075_HILIC	D-Glucose 6-phosphate	1.780000000000000	0.003210233631602450000000000000
A074_HILIC	D-Glucose-1-phosphate	1.410000000000000	0.040191132930310400000000000000
B157_HILIC	D-Ribose-1-phosphate	4.480000000000000	0.000000018144001314462600000000
A051_HILIC	Dihydroxyacetone phosphate	2.580000000000000	0.000003212794044053160000000000
B128_HILIC	Methylimidazoleacetic acid	1.670000000000000	0.002722346327946430000000000000
B178_HILIC	Adrenic acid	1.270000000000000	0.000017668410835059800000000000
B172_HILIC	11(Z),14(Z)-Eicosadienoic acid	1.050000000000000	0.000186976092130018000000000000
B171_HILIC	8Z,11Z,14Z-Eicosatrienoic acid	1.670000000000000	0.000000723997036787827000000000
B170_HILIC	Arachidonic acid	2.620000000000000	0.000000045199796924457100000000
B176_HILIC	Docosahexaenoic acid	1.280000000000000	0.000000341170566306816000000000
B155_HILIC	Myristic acid	1.180000000000000	0.000026899479294872000000000000
B161_HILIC	α-Eleostearic acid	2.330000000000000	0.000000032766293135248300000000
A086_HILIC	Cytidine-5'-monophosphate (5'-CMP)	1.480000000000000	0.000187002131847186000000000000
A087_HILIC	Uridine 5'-monophosphate (5'-UMP)	1.550000000000000	0.000135356364462046000000000000
A068_HILIC	2'-Deoxycytidine	2.410000000000000	0.000064298357490998300000000000
A070_HILIC	Thymidine	1.960000000000000	0.000736084440530484000000000000
A072_HILIC	Uridine	1.740000000000000	0.000278749512270690000000000000
A081_HILIC	D-Sedoheptulose 7-phosphate	1.150000000000000	0.001927593097826920000000000000
B143_HILIC	Arginic acid	2.550000000000000	0.000007033182020390700000000000
C294_HILIC	D-glycero-beta-D-manno-heptose 1,7-bisphosphate	1.720000000000000	0.008774599545569110000000000000
C276_HILIC	gamma-Glutamyl-S-methylcysteine	4.260000000000000	0.000000047559854758580800000000
C253_HILIC	ile-thr	2.830000000000000	0.000000010524884328051700000000
C246_HILIC	Valylvaline	1.310000000000000	0.005127800830311290000000000000
C232_HILIC	Gly-Leu	2.340000000000000	0.000189933997548212000000000000
C327_HILIC	Lysophosphatidylinositol	1.040000000000000	0.003385552077772270000000000000
C269_HILIC	1-(beta-D-ribofuranosyl)thymine	5.750000000000000	0.000000083456296202095100000000
B100_RP	N-Acetyl-1-aspartylglutamic acid	1.050000000000000	0.000052799610489910100000000000
A009_RP	Guanidineacetic acid	3.160000000000000	0.000000029134674196994000000000
A002_RP	L-a-Amino-n-butyric acid	1.330000000000000	0.000003153200219799380000000000
A048_RP	L-(+)-Cystathionine	3.060000000000000	0.000000095397184018963800000000
a075_RP	Serotonin	1.930000000000000	0.000052269364896599100000000000
a077_RP	5-Hydroxyindole-3-acetic acid	2.860000000000000	0.000000024623252325994800000000
A061_RP	Adenosine 5'-monophosphate (5'-AMP)	1.210000000000000	0.003321541880647820000000000000
B092_RP	Glycyl-L-leucine	3.300000000000000	0.000000004567119571419200000000
A049_RP	L-Carnosine	2.350000000000000	0.000138735762147327000000000000
A054_RP	a-D-Glucose 1-phosphate	1.160000000000000	0.033963880202943000000000000000
A050_RP	D-Ribulose 5'-phosphate	2.060000000000000	0.000003882324353836110000000000
a078_RP	Prostaglandin D2	2.610000000000000	0.000405963726099480000000000000
A063_RP	Guanosine 5'-monophosphate (5'-GMP)	2.180000000000000	0.000007558317045922030000000000
A062_RP	Inosine 5'-monophosphate (5'-IMP)	4.010000000000000	0.000000019751892150851000000000
B103_RP	Uridine monophosphate (UMP)	1.500000000000000	0.000144618056101932000000000000
A057_RP	Guanosine	4.110000000000000	0.000000002597125609809280000000
A023_RP	Hypoxanthine	1.780000000000000	0.000768217280324471000000000000
A056_RP	Inosine	5.820000000000000	0.000000065656218547034100000000
A028_RP	Xanthine	1.640000000000000	0.000003425783790797260000000000
A055_RP	Adenosine	3.040000000000000	0.000000163765957117040000000000
B097_RP	Cytidine	1.390000000000000	0.002595359366539740000000000000
A02_RP	Uridine	1.970000000000000	0.000007095969357118750000000000
A031_RP	Allantoin	1.090000000000000	0.026264600846119200000000000000
C133_RP	D-PANTOTHENIC ACID	1.200000000000000	0.004253422797525010000000000000
B084_RP	g-Butyrobetaine	1.450000000000000	0.000408428326364324000000000000
C130_RP	N-Acetyl-L-histidine	2.390000000000000	0.003687559107883020000000000000
C138_RP	4-Hydroxyprolylthreonine	1.660000000000000	0.000294412741116467000000000000
C147_RP	Glutaurine	1.270000000000000	0.000903915441879461000000000000
C120_RP	hydroxyacetone phosphate	1.060000000000000	0.013588812485206900000000000000
C169_RP	1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	2.650000000000000	0.000003580617410712100000000000
C167_RP	1-arachidonoyl-sn-glycero-3-phosphocholine	1.370000000000000	0.007587580242551040000000000000
C162_RP	2-palmitoyl-sn-glycero-3-phosphocholine	1.060000000000000	0.000144618056101932000000000000
C161_RP	L-alpha-lysophosphatidylcholine	2.100000000000000	0.000000024623252325994800000000
