ID	Name	(P40, KO) / (P2, KO)	(P40, KO) / (P2, KO).1
B142_HILIC	N-Acetylaspartic acid	1.840000000000000	0.000000000235574224148935000000
B160_HILIC	Υ-L-Glutamyl-L-glutamic acid	3.110000000000000	0.000016515412843211500000000000
A021_HILIC	L-Pyroglutamic acid	1.330000000000000	0.002366072556919860000000000000
A007_HILIC	gamma-Aminobutyric acid (GABA)	1.030000000000000	0.000000284173721773578000000000
A037_HILIC	L-(+)-Glutamic acid	1.320000000000000	0.000000082044260492569100000000
B173_HILIC	N-Acetylneuraminic acid	1.090000000000000	0.000367374227456126000000000000
A019_HILIC	Nicotinamide	2.100000000000000	0.015304081511336700000000000000
A113_HILIC	Coenzyme A	1.150000000000000	0.000082023443358487300000000000
A114_HILIC	Flavin adenine dinucleotide (FAD)	1.330000000000000	0.000012572410967333300000000000
A073_HILIC	Choline glycerophosphate	1.520000000000000	0.002469749728859770000000000000
A034_HILIC	Acetylcholine	2.110000000000000	0.000016821032315173000000000000
A067_HILIC	L-Carnosine	3.160000000000000	0.000135722814017965000000000000
A005_HILIC	Glycerin	1.910000000000000	0.000002186370230033680000000000
B157_HILIC	D-Ribose-1-phosphate	2.940000000000000	0.000002845970660832710000000000
A069_HILIC	D-Ribulose 5-phosphate	2.080000000000000	0.000006406351386506720000000000
A101_HILIC	Cytidine 5'-diphosphocholine (CDP-choline)	1.550000000000000	0.000002023942763465610000000000
B170_HILIC	Arachidonic acid	2.400000000000000	0.000000124789911886015000000000
A080_HILIC	Guanosine	2.080000000000000	0.000019369998423512900000000000
A078_HILIC	Inosine	1.690000000000000	0.048152716141672000000000000000
A041_HILIC	Xanthine	1.330000000000000	0.000017580962496164500000000000
A077_HILIC	Adenosine	4.750000000000000	0.000000000222000209881834000000
B187_HILIC	Guanosine 5'-diphospho-D-mannose	1.500000000000000	0.000000968560212467477000000000
A049_HILIC	Uric Acid	2.860000000000000	0.000004552530502767740000000000
A076_HILIC	Thiamine	1.090000000000000	0.000649129961562645000000000000
B153_HILIC	Acetylarginine	1.290000000000000	0.000011222070388951600000000000
B143_HILIC	Arginic acid	2.010000000000000	0.000309754999615874000000000000
C268_HILIC	Homoanserine	5.730000000000000	0.000000000006860354876773540000
C218_HILIC	L-Glutamic acid, 5-methyl ester	2.000000000000000	0.000002392703635883460000000000
C234_HILIC	N-Acetyl-L-glutamic acid	2.320000000000000	0.000000002693915522947180000000
C225_HILIC	Formiminoglutamic Acid	1.000000000000000	0.035896281831630800000000000000
C215_HILIC	N6-METHYLLYSINE	1.680000000000000	0.000081933056569576300000000000
C281_HILIC	saccharopine	5.540000000000000	0.000000025043025270327200000000
C251_HILIC	4-Hydroxyprolylthreonine	1.820000000000000	0.000001374693095870230000000000
B150_HILIC	3-Indoxyl sulphate	4.000000000000000	0.000000022190810333176000000000
C305_HILIC	N-Stearoyltyrosine	2.560000000000000	0.000016061981199328600000000000
B141_HILIC	N-Acetylornithine	3.230000000000000	0.000001467245365998140000000000
C239_HILIC	2-Amino-5-phosphopentanoic acid	1.010000000000000	0.016225709453748000000000000000
C211_HILIC	2-Aminomuconic acid	1.620000000000000	0.000000004832789209507600000000
C240_HILIC	2-methylcitric acid	2.700000000000000	0.000000000022205435557942100000
C249_HILIC	asn-val	8.620000000000000	0.000000000006860354876773540000
C255_HILIC	beta-Alanyl-1-methyl-L-histidine	9.890000000000000	0.000000000006860354876773540000
C253_HILIC	ile-thr	5.310000000000000	0.000000000006860354876773540000
C270_HILIC	leu-lys	5.420000000000000	0.000000000010379606006603000000
C252_HILIC	Threonyl-4-hydroxyproline	3.740000000000000	0.000000025109665652577100000000
C223_HILIC	glyceraldehyde 3-phosphate	3.660000000000000	0.000000069682070898871500000000
C292_HILIC	glycidyl oleate	1.300000000000000	0.001821776099250300000000000000
B181_HILIC	Palmitoylcarnitine	1.740000000000000	0.000107218048313198000000000000
C280_HILIC	O-glutaroyl-L-carnitine	5.660000000000000	0.000547974694958376000000000000
C210_HILIC	hydroxyacetone phosphate	2.310000000000000	0.010678034283537100000000000000
C323_HILIC	1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	1.810000000000000	0.000000612934752641119000000000
C290_HILIC	1-(sn-glycero-3-phospho)-1D-myo-inositol	1.280000000000000	0.000041768912746356800000000000
C321_HILIC	1-arachidonoyl-sn-glycero-3-phosphocholine	1.740000000000000	0.000003948619992446160000000000
C315_HILIC	1-arachidonyl-sn-glycero-3-phosphoethanolamine	1.500000000000000	0.000026830306145058500000000000
C344_HILIC	1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	1.040000000000000	0.001762339594958490000000000000
C317_HILIC	1-oleoyl-sn-glycero-3-phosphocholine	1.760000000000000	0.000000012723418336421700000000
C343_HILIC	1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-sn-glycerol)	2.080000000000000	0.005811944978967320000000000000
C320_HILIC	lysophosphatidylethanolamine (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	1.640000000000000	0.000000017211617236097000000000
C327_HILIC	Lysophosphatidylinositol	2.280000000000000	0.000000172879898196096000000000
C331_HILIC	N-oleoylsphingosine-1-phosphocholine	3.090000000000000	0.000001091207417760100000000000
B174_HILIC	14(Z)-Eicosenoic acid	2.330000000000000	0.000000123569333338976000000000
C192_HILIC	monomethyl phosphate	2.180000000000000	0.000000037587647349281900000000
C198_HILIC	Dihydrothymine	4.740000000000000	0.000000000030967986345210800000
C307_HILIC	Adenylsuccinic acid	1.410000000000000	0.000881123494388355000000000000
C230_HILIC	5-guanidino-3-methyl-2-oxopentanoic acid	1.230000000000000	0.005889258893091210000000000000
A051_RP	L-Anserine	8.140000000000000	0.000000000024797275344212700000
A002_RP	L-a-Amino-n-butyric acid	1.750000000000000	0.000000084331795479695500000000
a075_RP	Serotonin	2.290000000000000	0.000000889953577200390000000000
a077_RP	5-Hydroxyindole-3-acetic acid	1.560000000000000	0.000076057099073172100000000000
A029_RP	Dopamine	3.640000000000000	0.000034269357522637900000000000
A014_RP	2-Hydroxyethanesulfonic acid	1.480000000000000	0.000027719648146929500000000000
A022_RP	L-(-)-Malic acid	1.340000000000000	0.000030886610093297600000000000
A039_RP	D-(+)-Glucose	1.150000000000000	0.000366633690727875000000000000
a078_RP	Prostaglandin D2	3.540000000000000	0.000063042001152365000000000000
B083_RP	Adenine	1.170000000000000	0.003925174342560110000000000000
C148_RP	L-alpha-Glutamyl-L-glutamine	1.730000000000000	0.001874060651909350000000000000
C130_RP	N-Acetyl-L-histidine	3.470000000000000	0.000035449653495405800000000000
C118_RP	3-Methylenenorleucine	4.230000000000000	0.000004102007915922760000000000
C113_RP	1-Methylhistamine	2.000000000000000	0.010500530764670700000000000000
C154_RP	(2E)-hexadecenoylcarnitine	1.430000000000000	0.000275801986741899000000000000
C157_RP	3-hydroxyhexadecanoylcarnitine	1.460000000000000	0.004487212628058650000000000000
C158_RP	O-oleoylcarnitine	2.360000000000000	0.000006638916766820780000000000
C166_RP	2-arachidonoyl-sn-glycero-3-phosphocholine	2.680000000000000	0.000000065675772081701100000000
C164_RP	2-arachidonyl-sn-glycero-3-phosphoethanolamine	2.120000000000000	0.002151452161750510000000000000
B109_RP	Adenosine diphosphate ribose	6.350000000000000	0.002335957532252790000000000000
