ID	Name	(P40, WT) / (E14_5, WT)	(P40, WT) / (E14_5, WT).1
A002_HILIC	L-(+)-Alanine	-0.340000000000000	0.028114073326138000000000000000
A062_HILIC	NG,NG-dimethylarginine	-1.650000000000000	0.000002197840694581770000000000
A065_HILIC	Phosphocreatine	-5.130000000000000	0.000000117254326128071000000000
A024_HILIC	N-Acetylputrescine	-5.770000000000000	0.000000000018648918158518200000
A028_HILIC	L-(-)-Asparagine	-1.910000000000000	0.000019690333643744900000000000
A030_HILIC	L-(+)-Aspartic acid	0.990000000000000	0.000005747414225648380000000000
B134_HILIC	L-Cysteinesulfinic acid	-3.230000000000000	0.010097239827540400000000000000
A037_HILIC	L-(+)-Glutamic acid	0.900000000000000	0.000015652307630261600000000000
A015_HILIC	Betaine	-3.100000000000000	0.000000011567392289139100000000
A006_HILIC	N,N-Dimethylglycine	-3.930000000000000	0.000000584668488918368000000000
A003_HILIC	Sarcosine	-4.170000000000000	0.000000017412677805900800000000
A014_HILIC	Guanidineacetic acid	0.970000000000000	0.012245312909647400000000000000
B121_HILIC	Aminolevulinic acid	-4.020000000000000	0.000000000003299087854754150000
A050_HILIC	1-Methyl-L-histidine	-2.390000000000000	0.000001790350620420510000000000
A027_HILIC	L-(+)-Isoleucine	-1.240000000000000	0.015558867756862700000000000000
A023_HILIC	Ketoleucine (4-Methyl-2-oxopentanoic acid)	-8.170000000000000	0.000000001857822008786930000000
A026_HILIC	L-Leucine	-1.100000000000000	0.001812707238322640000000000000
A016_HILIC	L-(-)-Threonine	-2.990000000000000	0.000000000003823782316422130000
B146_HILIC	N6,N6,N6-Trimethyl-L-lysine	0.960000000000000	0.004428726550490470000000000000
A022_HILIC	Pipecolic acid	-3.770000000000000	0.000000538685861973749000000000
A046_HILIC	DL-Methionine sulfoxide	-1.710000000000000	0.000003282357690741910000000000
A039_HILIC	L-(-)-Methionine	-0.820000000000000	0.013739437525427300000000000000
B147_HILIC	N-Acetyl-L-methionine	0.960000000000000	0.001265357890855450000000000000
A094_HILIC	S-(5'-Adenosyl)-L-methionine (SAM)	-1.140000000000000	0.009958686418445280000000000000
B167_HILIC	5'-S-Methyl-5'-thioadenosine	-1.510000000000000	0.000000037299774792304600000000
A025_HILIC	L-Hydroxyproline	-4.150000000000000	0.000000000066199425513454400000
A013_HILIC	L-Proline	-1.620000000000000	0.000000744853069864205000000000
A017_HILIC	L-Homoserine	-1.320000000000000	0.000000842402736105794000000000
A010_HILIC	Hypotaurine	-4.530000000000000	0.000000000005560958126730950000
A020_HILIC	Taurine	-0.510000000000000	0.009913327657784320000000000000
A064_HILIC	L-Kynurenine	-4.770000000000000	0.000002927348468206970000000000
A063_HILIC	L-Tryptophan	-2.070000000000000	0.000032300187231086200000000000
A055_HILIC	L-Citrulline	-2.370000000000000	0.000000006652325883452330000000
A029_HILIC	L-Ornithine	-1.060000000000000	0.033941743558664300000000000000
A102_HILIC	Adenosine 5'-triphosphate (5'-ATP)	-3.400000000000000	0.000000051297739746323400000000
B184_HILIC	Adenosine diphosphate (ADP)	-2.300000000000000	0.000001046698622138050000000000
A084_HILIC	L-Glutathione reduced	-0.790000000000000	0.010214458864242000000000000000
B140_HILIC	cis-Aconitic acid	0.600000000000000	0.043484519017896400000000000000
A111_HILIC	NADPH	-3.780000000000000	0.000545873062490774000000000000
A110_HILIC	Nicotinamide adenine dinucleotide phosphate (NADP+)	-1.410000000000000	0.000627002991310967000000000000
A108_HILIC	ß-Nicotinamide adenine dinucleotide (NAD+)	-1.820000000000000	0.000656719352325752000000000000
A107_HILIC	L-Glutathione oxidized	0.600000000000000	0.032057295777832400000000000000
B124_HILIC	DL-Malic acid	-0.660000000000000	0.004778733294463520000000000000
B118_HILIC	Fumaric acid	-0.570000000000000	0.004184569442593240000000000000
B180_HILIC	α,α-Trehalose	-3.740000000000000	0.000164675221817186000000000000
A061_HILIC	D-Gluconic acid	-3.060000000000000	0.000000000004374646676654140000
B148_HILIC	Gluconic acid	-4.870000000000000	0.000000000003299087854754150000
A059_HILIC	D-(-)-3-Phosphoglyceric acid	-2.430000000000000	0.000148872756214161000000000000
A045_HILIC	L-Carnitine	-0.980000000000000	0.000009110438668357550000000000
B154_HILIC	Propionylcarnitine	-3.240000000000000	0.000000157704197328665000000000
A008_HILIC	3-Hydroxybutyric acid	-1.920000000000000	0.043338242178498000000000000000
