mapid	name	ncommon	ncompounds	compounds	pvalue	reject	padj
mmu00260	Glycine, serine and threonine metabolism - Mus musculus (mouse)	7	14	['C00581', 'C00188', 'C02291', 'C00719', 'C00263', 'C00022', 'C00049', 'C00065', 'C00114', 'C00430', 'C00213', 'C00300', 'C01026', 'C00078']	0.029309303762590007	False	0.6650681062079288
mmu00270	Cysteine and methionine metabolism - Mus musculus (mouse)	7	15	['C00019', 'C00170', 'C02291', 'C00049', 'C02989', 'C00263', 'C00041', 'C00022', 'C00021', 'C00065', 'C02356', 'C00979', 'C00606', 'C00073', 'C00051']	0.04456478588548406	False	0.6650681062079288
mmu04015	Rap1 signaling pathway - Mus musculus (mouse)	2	2	['C00035', 'C00044']	0.05938108091142221	False	0.6650681062079288
mmu04014	Ras signaling pathway - Mus musculus (mouse)	2	2	['C00035', 'C00044']	0.05938108091142221	False	0.6650681062079288
mmu00983	Drug metabolism - other enzymes - Mus musculus (mouse)	2	2	['C00003', 'C00006']	0.05938108091142221	False	0.6650681062079288
mmu04122	Sulfur relay system - Mus musculus (mouse)	3	5	['C00019', 'C00041', 'C00044', 'C00378', 'C00979']	0.09616944471337477	False	0.6731861129936234
mmu00190	Oxidative phosphorylation - Mus musculus (mouse)	3	5	['C00042', 'C00004', 'C00003', 'C00002', 'C00008']	0.09616944471337477	False	0.6731861129936234
mmu00290	Valine, leucine and isoleucine biosynthesis - Mus musculus (mouse)	3	5	['C00188', 'C00233', 'C00407', 'C00123', 'C00022']	0.09616944471337477	False	0.6731861129936234
mmu00860	Porphyrin metabolism - Mus musculus (mouse)	2	3	['C00430', 'C00188', 'C00025']	0.1499623907762913	False	0.7267603679896831
mmu00520	Amino sugar and nucleotide sugar metabolism - Mus musculus (mouse)	3	6	['C00031', 'C00029', 'C00096', 'C00167', 'C00043', 'C00103']	0.15942728579536658	False	0.7267603679896831
mmu04152	AMPK signaling pathway - Mus musculus (mouse)	3	6	['C00031', 'C00020', 'C00003', 'C00354', 'C00008', 'C00022']	0.15942728579536658	False	0.7267603679896831
