ID	Name	(P2, KO) / (E14_5, KO)	(P2, KO) / (E14_5, KO).1
A002_HILIC	L-(+)-Alanine	-0.570000000000000	0.000301782893514791000000000000
A065_HILIC	Phosphocreatine	-4.370000000000000	0.000005350196773971500000000000
B142_HILIC	N-Acetylaspartic acid	0.970000000000000	0.000012546341011475900000000000
B134_HILIC	L-Cysteinesulfinic acid	-4.340000000000000	0.015112832300636500000000000000
A037_HILIC	L-(+)-Glutamic acid	-0.470000000000000	0.030003508000777500000000000000
A015_HILIC	Betaine	-1.720000000000000	0.000144683516517530000000000000
A023_HILIC	Ketoleucine (4-Methyl-2-oxopentanoic acid)	-4.150000000000000	0.000017410223641718200000000000
A016_HILIC	L-(-)-Threonine	-1.310000000000000	0.000000515635997079684000000000
B146_HILIC	N6,N6,N6-Trimethyl-L-lysine	0.810000000000000	0.018432740152001200000000000000
A022_HILIC	Pipecolic acid	-2.290000000000000	0.000391141700175479000000000000
A046_HILIC	DL-Methionine sulfoxide	-1.020000000000000	0.001815691131624400000000000000
B147_HILIC	N-Acetyl-L-methionine	0.700000000000000	0.023734027693988600000000000000
B167_HILIC	5'-S-Methyl-5'-thioadenosine	-0.690000000000000	0.001532439932746030000000000000
A047_HILIC	L-(-)-Phenylalanine	-0.780000000000000	0.021701013915531600000000000000
A017_HILIC	L-Homoserine	0.590000000000000	0.022078983514588600000000000000
A010_HILIC	Hypotaurine	-1.300000000000000	0.000119805556854926000000000000
A064_HILIC	L-Kynurenine	-4.530000000000000	0.000012867581854458800000000000
A082_HILIC	Argininosuccinic acid	-1.350000000000000	0.006003749782521900000000000000
A102_HILIC	Adenosine 5'-triphosphate (5'-ATP)	-3.020000000000000	0.000000961507184461353000000000
B184_HILIC	Adenosine diphosphate (ADP)	-1.870000000000000	0.000020124879874865400000000000
A084_HILIC	L-Glutathione reduced	-1.010000000000000	0.005875100470230220000000000000
A108_HILIC	ß-Nicotinamide adenine dinucleotide (NAD+)	-1.290000000000000	0.021342406806595700000000000000
B124_HILIC	DL-Malic acid	-1.300000000000000	0.000005614773605342120000000000
B118_HILIC	Fumaric acid	-1.280000000000000	0.000002005270887019450000000000
A044_HILIC	L-2-Aminoadipic acid	-3.850000000000000	0.000409127189217082000000000000
B180_HILIC	α,α-Trehalose	-2.260000000000000	0.015759537724589900000000000000
A061_HILIC	D-Gluconic acid	-0.790000000000000	0.000173399309412255000000000000
B148_HILIC	Gluconic acid	-1.170000000000000	0.000108019475805823000000000000
A073_HILIC	Choline glycerophosphate	-1.380000000000000	0.002889965827950080000000000000
A045_HILIC	L-Carnitine	-1.740000000000000	0.000000008923829770373410000000
B154_HILIC	Propionylcarnitine	-2.010000000000000	0.000328136139083164000000000000
